Instance; Global Iterations; 2-Opt time; k value; Execution time; Result; Optimal distance; Gap
tsp5.txt; 1; 180.0; 1; 198.81; 1831; 1621; 11.47%
tsp5.txt; 1; 600.0; 1; 616.15; 1751; 1621; 7.42%
tsp5.txt; 3; 600.0; 2; 1843.25; 2469; 1621; 34.35%
tsp5.txt; 3; 1200.0; 3; 3643.48; 2714; 1621; 40.27%
