Instance; Global Iterations; 2-Opt time; k value; Execution time; Result; Optimal distance; Gap
tsp2.txt; 4; 1200.0; 0.2; 528.19; 1055; 1019; 3.41%
tsp2.txt; 1; 300.0; 0.4; 313.6; 4326; 1019; 76.44%
tsp2.txt; 3; 60.0; 0.0; 218.48; 1161; 1019; 12.23%
tsp2.txt; 3; 60.0; 0.1; 195.48; 1950; 1019; 47.74%
